category,item,status,source_path,archive_path,commit,notes
changes,CHANGE-005-websocket实时进度,archived,.harness/changes/CHANGE-005-websocket实时进度/01-需求分析.md,archive/changes/CHANGE-005-websocket实时进度/01-需求分析.md,37e475f,
changes,CHANGE-005-websocket实时进度,archived,.harness/changes/CHANGE-005-websocket实时进度/02-技术设计.md,archive/changes/CHANGE-005-websocket实时进度/02-技术设计.md,37e475f,
changes,CHANGE-005-websocket实时进度,archived,.harness/changes/CHANGE-005-websocket实时进度/03-编码计划.md,archive/changes/CHANGE-005-websocket实时进度/03-编码计划.md,37e475f,
changes,CHANGE-005-websocket实时进度,archived,.harness/changes/CHANGE-005-websocket实时进度/04-编码报告-v1.md,archive/changes/CHANGE-005-websocket实时进度/04-编码报告-v1.md,37e475f,
changes,CHANGE-005-websocket实时进度,archived,.harness/changes/CHANGE-005-websocket实时进度/05-代码检查报告-v1.md,archive/changes/CHANGE-005-websocket实时进度/05-代码检查报告-v1.md,37e475f,
changes,CHANGE-005-websocket实时进度,archived,.harness/changes/CHANGE-005-websocket实时进度/06-专家评审报告-v1.md,archive/changes/CHANGE-005-websocket实时进度/06-专家评审报告-v1.md,37e475f,
changes,CHANGE-005-websocket实时进度,archived,.harness/changes/CHANGE-005-websocket实时进度/07-单元测试报告-v1.md,archive/changes/CHANGE-005-websocket实时进度/07-单元测试报告-v1.md,37e475f,
changes,CHANGE-005-websocket实时进度,archived,.harness/changes/CHANGE-005-websocket实时进度/08-集成测试报告-v1.md,archive/changes/CHANGE-005-websocket实时进度/08-集成测试报告-v1.md,37e475f,
changes,CHANGE-005-websocket实时进度,archived,.harness/changes/CHANGE-005-websocket实时进度/09-CI验证报告-v1.md,archive/changes/CHANGE-005-websocket实时进度/09-CI验证报告-v1.md,37e475f,
changes,CHANGE-005-websocket实时进度,archived,.harness/changes/CHANGE-005-websocket实时进度/10-部署验证报告-v1.md,archive/changes/CHANGE-005-websocket实时进度/10-部署验证报告-v1.md,37e475f,
changes,CHANGE-005-websocket实时进度,archived,.harness/changes/CHANGE-005-websocket实时进度/summary.md,archive/changes/CHANGE-005-websocket实时进度/summary.md,f950c4e,
changes,CHANGE-006-前端界面,archived,.harness/changes/CHANGE-006-前端界面/01-需求分析.md,archive/changes/CHANGE-006-前端界面/01-需求分析.md,37e475f,
changes,CHANGE-006-前端界面,archived,.harness/changes/CHANGE-006-前端界面/02-技术设计.md,archive/changes/CHANGE-006-前端界面/02-技术设计.md,37e475f,
changes,CHANGE-006-前端界面,archived,.harness/changes/CHANGE-006-前端界面/03-编码计划.md,archive/changes/CHANGE-006-前端界面/03-编码计划.md,37e475f,
changes,CHANGE-006-前端界面,archived,.harness/changes/CHANGE-006-前端界面/04-编码报告-v1.md,archive/changes/CHANGE-006-前端界面/04-编码报告-v1.md,37e475f,
changes,CHANGE-006-前端界面,archived,.harness/changes/CHANGE-006-前端界面/05-代码检查报告-v1.md,archive/changes/CHANGE-006-前端界面/05-代码检查报告-v1.md,37e475f,
changes,CHANGE-006-前端界面,archived,.harness/changes/CHANGE-006-前端界面/06-专家评审报告-v1.md,archive/changes/CHANGE-006-前端界面/06-专家评审报告-v1.md,37e475f,
changes,CHANGE-006-前端界面,archived,.harness/changes/CHANGE-006-前端界面/07-单元测试报告-v1.md,archive/changes/CHANGE-006-前端界面/07-单元测试报告-v1.md,37e475f,
changes,CHANGE-006-前端界面,archived,.harness/changes/CHANGE-006-前端界面/08-集成测试报告-v1.md,archive/changes/CHANGE-006-前端界面/08-集成测试报告-v1.md,37e475f,
changes,CHANGE-006-前端界面,archived,.harness/changes/CHANGE-006-前端界面/09-CI验证报告-v1.md,archive/changes/CHANGE-006-前端界面/09-CI验证报告-v1.md,37e475f,
changes,CHANGE-006-前端界面,archived,.harness/changes/CHANGE-006-前端界面/10-部署验证报告-v1.md,archive/changes/CHANGE-006-前端界面/10-部署验证报告-v1.md,37e475f,
changes,CHANGE-006-前端界面,archived,.harness/changes/CHANGE-006-前端界面/summary.md,archive/changes/CHANGE-006-前端界面/summary.md,f950c4e,
changes,CHANGE-007-小说项目管理,archived,.harness/changes/CHANGE-007-小说项目管理/01-需求分析.md,archive/changes/CHANGE-007-小说项目管理/01-需求分析.md,37e475f,
changes,CHANGE-007-小说项目管理,archived,.harness/changes/CHANGE-007-小说项目管理/02-技术设计.md,archive/changes/CHANGE-007-小说项目管理/02-技术设计.md,37e475f,
changes,CHANGE-007-小说项目管理,archived,.harness/changes/CHANGE-007-小说项目管理/03-编码计划.md,archive/changes/CHANGE-007-小说项目管理/03-编码计划.md,37e475f,
changes,CHANGE-007-小说项目管理,archived,.harness/changes/CHANGE-007-小说项目管理/04-编码报告-v1.md,archive/changes/CHANGE-007-小说项目管理/04-编码报告-v1.md,37e475f,
changes,CHANGE-007-小说项目管理,archived,.harness/changes/CHANGE-007-小说项目管理/05-代码检查报告-v1.md,archive/changes/CHANGE-007-小说项目管理/05-代码检查报告-v1.md,37e475f,
changes,CHANGE-007-小说项目管理,archived,.harness/changes/CHANGE-007-小说项目管理/06-专家评审报告-v1.md,archive/changes/CHANGE-007-小说项目管理/06-专家评审报告-v1.md,37e475f,
changes,CHANGE-007-小说项目管理,archived,.harness/changes/CHANGE-007-小说项目管理/07-单元测试报告-v1.md,archive/changes/CHANGE-007-小说项目管理/07-单元测试报告-v1.md,37e475f,
changes,CHANGE-007-小说项目管理,archived,.harness/changes/CHANGE-007-小说项目管理/08-集成测试报告-v1.md,archive/changes/CHANGE-007-小说项目管理/08-集成测试报告-v1.md,37e475f,
changes,CHANGE-007-小说项目管理,archived,.harness/changes/CHANGE-007-小说项目管理/09-CI验证报告-v1.md,archive/changes/CHANGE-007-小说项目管理/09-CI验证报告-v1.md,37e475f,
changes,CHANGE-007-小说项目管理,archived,.harness/changes/CHANGE-007-小说项目管理/10-部署验证报告-v1.md,archive/changes/CHANGE-007-小说项目管理/10-部署验证报告-v1.md,37e475f,
changes,CHANGE-007-小说项目管理,archived,.harness/changes/CHANGE-007-小说项目管理/summary.md,archive/changes/CHANGE-007-小说项目管理/summary.md,f950c4e,
changes,CHANGE-008-docker部署,archived,.harness/changes/CHANGE-008-docker部署/01-需求分析.md,archive/changes/CHANGE-008-docker部署/01-需求分析.md,37e475f,
changes,CHANGE-008-docker部署,archived,.harness/changes/CHANGE-008-docker部署/02-技术设计.md,archive/changes/CHANGE-008-docker部署/02-技术设计.md,37e475f,
changes,CHANGE-008-docker部署,archived,.harness/changes/CHANGE-008-docker部署/03-编码计划.md,archive/changes/CHANGE-008-docker部署/03-编码计划.md,37e475f,
changes,CHANGE-008-docker部署,archived,.harness/changes/CHANGE-008-docker部署/04-编码报告-v1.md,archive/changes/CHANGE-008-docker部署/04-编码报告-v1.md,37e475f,
changes,CHANGE-008-docker部署,archived,.harness/changes/CHANGE-008-docker部署/05-代码检查报告-v1.md,archive/changes/CHANGE-008-docker部署/05-代码检查报告-v1.md,37e475f,
changes,CHANGE-008-docker部署,archived,.harness/changes/CHANGE-008-docker部署/06-专家评审报告-v1.md,archive/changes/CHANGE-008-docker部署/06-专家评审报告-v1.md,37e475f,
changes,CHANGE-008-docker部署,archived,.harness/changes/CHANGE-008-docker部署/07-单元测试报告-v1.md,archive/changes/CHANGE-008-docker部署/07-单元测试报告-v1.md,37e475f,
changes,CHANGE-008-docker部署,archived,.harness/changes/CHANGE-008-docker部署/08-集成测试报告-v1.md,archive/changes/CHANGE-008-docker部署/08-集成测试报告-v1.md,37e475f,
changes,CHANGE-008-docker部署,archived,.harness/changes/CHANGE-008-docker部署/09-CI验证报告-v1.md,archive/changes/CHANGE-008-docker部署/09-CI验证报告-v1.md,37e475f,
changes,CHANGE-008-docker部署,archived,.harness/changes/CHANGE-008-docker部署/10-部署验证报告-v1.md,archive/changes/CHANGE-008-docker部署/10-部署验证报告-v1.md,37e475f,
changes,CHANGE-008-docker部署,archived,.harness/changes/CHANGE-008-docker部署/summary.md,archive/changes/CHANGE-008-docker部署/summary.md,f950c4e,
changes,CHANGE-009-修复云服务器问题,archived,.harness/changes/CHANGE-009-修复云服务器问题/01-需求分析.md,archive/changes/CHANGE-009-修复云服务器问题/01-需求分析.md,748b49d,
changes,CHANGE-009-修复云服务器问题,archived,.harness/changes/CHANGE-009-修复云服务器问题/02-技术设计.md,archive/changes/CHANGE-009-修复云服务器问题/02-技术设计.md,748b49d,
changes,CHANGE-009-修复云服务器问题,archived,.harness/changes/CHANGE-009-修复云服务器问题/03-编码计划.md,archive/changes/CHANGE-009-修复云服务器问题/03-编码计划.md,748b49d,
changes,CHANGE-009-修复云服务器问题,archived,.harness/changes/CHANGE-009-修复云服务器问题/04-编码报告-v1.md,archive/changes/CHANGE-009-修复云服务器问题/04-编码报告-v1.md,748b49d,
changes,CHANGE-009-修复云服务器问题,archived,.harness/changes/CHANGE-009-修复云服务器问题/05-代码检查报告-v1.md,archive/changes/CHANGE-009-修复云服务器问题/05-代码检查报告-v1.md,748b49d,
changes,CHANGE-009-修复云服务器问题,archived,.harness/changes/CHANGE-009-修复云服务器问题/06-专家评审报告-v1.md,archive/changes/CHANGE-009-修复云服务器问题/06-专家评审报告-v1.md,748b49d,
changes,CHANGE-009-修复云服务器问题,archived,.harness/changes/CHANGE-009-修复云服务器问题/07-单元测试报告-v1.md,archive/changes/CHANGE-009-修复云服务器问题/07-单元测试报告-v1.md,748b49d,
changes,CHANGE-009-修复云服务器问题,archived,.harness/changes/CHANGE-009-修复云服务器问题/08-集成测试报告-v1.md,archive/changes/CHANGE-009-修复云服务器问题/08-集成测试报告-v1.md,748b49d,
changes,CHANGE-009-修复云服务器问题,archived,.harness/changes/CHANGE-009-修复云服务器问题/09-CI验证报告-v1.md,archive/changes/CHANGE-009-修复云服务器问题/09-CI验证报告-v1.md,748b49d,
changes,CHANGE-009-修复云服务器问题,archived,.harness/changes/CHANGE-009-修复云服务器问题/10-部署验证报告-v1.md,archive/changes/CHANGE-009-修复云服务器问题/10-部署验证报告-v1.md,a5d2939,
changes,CHANGE-010-画风文风风格选择,archived,.harness/changes/CHANGE-010-画风文风风格选择/01-需求分析.md,archive/changes/CHANGE-010-画风文风风格选择/01-需求分析.md,31b77ad,
changes,CHANGE-010-画风文风风格选择,archived,.harness/changes/CHANGE-010-画风文风风格选择/02-技术设计.md,archive/changes/CHANGE-010-画风文风风格选择/02-技术设计.md,31b77ad,
changes,CHANGE-010-画风文风风格选择,archived,.harness/changes/CHANGE-010-画风文风风格选择/03-编码计划.md,archive/changes/CHANGE-010-画风文风风格选择/03-编码计划.md,31b77ad,
changes,CHANGE-010-画风文风风格选择,archived,.harness/changes/CHANGE-010-画风文风风格选择/04-编码报告-v1.md,archive/changes/CHANGE-010-画风文风风格选择/04-编码报告-v1.md,31b77ad,
changes,CHANGE-010-画风文风风格选择,archived,.harness/changes/CHANGE-010-画风文风风格选择/05-代码检查报告-v1.md,archive/changes/CHANGE-010-画风文风风格选择/05-代码检查报告-v1.md,31b77ad,
changes,CHANGE-010-画风文风风格选择,archived,.harness/changes/CHANGE-010-画风文风风格选择/06-专家评审报告-v1.md,archive/changes/CHANGE-010-画风文风风格选择/06-专家评审报告-v1.md,31b77ad,
changes,CHANGE-010-画风文风风格选择,archived,.harness/changes/CHANGE-010-画风文风风格选择/07-单元测试报告-v1.md,archive/changes/CHANGE-010-画风文风风格选择/07-单元测试报告-v1.md,31b77ad,
changes,CHANGE-010-画风文风风格选择,archived,.harness/changes/CHANGE-010-画风文风风格选择/08-集成测试报告-v1.md,archive/changes/CHANGE-010-画风文风风格选择/08-集成测试报告-v1.md,31b77ad,
changes,CHANGE-010-画风文风风格选择,archived,.harness/changes/CHANGE-010-画风文风风格选择/09-CI验证报告-v1.md,archive/changes/CHANGE-010-画风文风风格选择/09-CI验证报告-v1.md,31b77ad,
changes,CHANGE-010-画风文风风格选择,archived,.harness/changes/CHANGE-010-画风文风风格选择/10-部署验证报告-v1.md,archive/changes/CHANGE-010-画风文风风格选择/10-部署验证报告-v1.md,31b77ad,
changes,CHANGE-010-画风文风风格选择,archived,.harness/changes/CHANGE-010-画风文风风格选择/summary.md,archive/changes/CHANGE-010-画风文风风格选择/summary.md,31b77ad,
changes,CHANGE-011-按卷生成,archived,.harness/changes/CHANGE-011-按卷生成/01-需求分析.md,archive/changes/CHANGE-011-按卷生成/01-需求分析.md,5cd389b,
changes,CHANGE-011-按卷生成,archived,.harness/changes/CHANGE-011-按卷生成/02-技术设计.md,archive/changes/CHANGE-011-按卷生成/02-技术设计.md,5cd389b,
changes,CHANGE-011-按卷生成,archived,.harness/changes/CHANGE-011-按卷生成/03-编码计划.md,archive/changes/CHANGE-011-按卷生成/03-编码计划.md,5cd389b,
changes,CHANGE-011-按卷生成,archived,.harness/changes/CHANGE-011-按卷生成/04-编码报告-v1.md,archive/changes/CHANGE-011-按卷生成/04-编码报告-v1.md,5cd389b,
changes,CHANGE-011-按卷生成,archived,.harness/changes/CHANGE-011-按卷生成/05-代码检查报告-v1.md,archive/changes/CHANGE-011-按卷生成/05-代码检查报告-v1.md,5cd389b,
changes,CHANGE-011-按卷生成,archived,.harness/changes/CHANGE-011-按卷生成/06-专家评审报告-v1.md,archive/changes/CHANGE-011-按卷生成/06-专家评审报告-v1.md,5cd389b,
changes,CHANGE-011-按卷生成,archived,.harness/changes/CHANGE-011-按卷生成/07-单元测试报告-v1.md,archive/changes/CHANGE-011-按卷生成/07-单元测试报告-v1.md,5cd389b,
changes,CHANGE-011-按卷生成,archived,.harness/changes/CHANGE-011-按卷生成/08-集成测试报告-v1.md,archive/changes/CHANGE-011-按卷生成/08-集成测试报告-v1.md,5cd389b,
changes,CHANGE-011-按卷生成,archived,.harness/changes/CHANGE-011-按卷生成/09-CI验证报告-v1.md,archive/changes/CHANGE-011-按卷生成/09-CI验证报告-v1.md,5cd389b,
changes,CHANGE-011-按卷生成,archived,.harness/changes/CHANGE-011-按卷生成/10-部署验证报告-v1.md,archive/changes/CHANGE-011-按卷生成/10-部署验证报告-v1.md,5cd389b,
changes,CHANGE-011-按卷生成,archived,.harness/changes/CHANGE-011-按卷生成/summary.md,archive/changes/CHANGE-011-按卷生成/summary.md,5cd389b,
changes,CHANGE-012-按章生成,archived,.harness/changes/CHANGE-012-按章生成/01-需求分析.md,archive/changes/CHANGE-012-按章生成/01-需求分析.md,290509d,
changes,CHANGE-012-按章生成,archived,.harness/changes/CHANGE-012-按章生成/02-技术设计.md,archive/changes/CHANGE-012-按章生成/02-技术设计.md,290509d,
changes,CHANGE-012-按章生成,archived,.harness/changes/CHANGE-012-按章生成/03-编码计划.md,archive/changes/CHANGE-012-按章生成/03-编码计划.md,290509d,
changes,CHANGE-012-按章生成,archived,.harness/changes/CHANGE-012-按章生成/04-编码报告-v1.md,archive/changes/CHANGE-012-按章生成/04-编码报告-v1.md,290509d,
changes,CHANGE-012-按章生成,archived,.harness/changes/CHANGE-012-按章生成/05-代码检查报告-v1.md,archive/changes/CHANGE-012-按章生成/05-代码检查报告-v1.md,290509d,
changes,CHANGE-012-按章生成,archived,.harness/changes/CHANGE-012-按章生成/06-专家评审报告-v1.md,archive/changes/CHANGE-012-按章生成/06-专家评审报告-v1.md,290509d,
changes,CHANGE-012-按章生成,archived,.harness/changes/CHANGE-012-按章生成/07-单元测试报告-v1.md,archive/changes/CHANGE-012-按章生成/07-单元测试报告-v1.md,290509d,
changes,CHANGE-012-按章生成,archived,.harness/changes/CHANGE-012-按章生成/08-集成测试报告-v1.md,archive/changes/CHANGE-012-按章生成/08-集成测试报告-v1.md,290509d,
changes,CHANGE-012-按章生成,archived,.harness/changes/CHANGE-012-按章生成/09-CI验证报告-v1.md,archive/changes/CHANGE-012-按章生成/09-CI验证报告-v1.md,290509d,
changes,CHANGE-012-按章生成,archived,.harness/changes/CHANGE-012-按章生成/10-部署验证报告-v1.md,archive/changes/CHANGE-012-按章生成/10-部署验证报告-v1.md,290509d,
changes,CHANGE-012-按章生成,archived,.harness/changes/CHANGE-012-按章生成/summary.md,archive/changes/CHANGE-012-按章生成/summary.md,290509d,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/.gate1-approved,archive/changes/CHANGE-013-人机交互问答生成/.gate1-approved,ec35bfa,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/01-需求分析.md,archive/changes/CHANGE-013-人机交互问答生成/01-需求分析.md,ec35bfa,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/02-技术设计.md,archive/changes/CHANGE-013-人机交互问答生成/02-技术设计.md,ec35bfa,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/03-编码计划.md,archive/changes/CHANGE-013-人机交互问答生成/03-编码计划.md,ec35bfa,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/04-编码报告-v1.md,archive/changes/CHANGE-013-人机交互问答生成/04-编码报告-v1.md,ec35bfa,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/05-代码检查报告-v1.md,archive/changes/CHANGE-013-人机交互问答生成/05-代码检查报告-v1.md,ec35bfa,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/06-专家评审报告-v1.md,archive/changes/CHANGE-013-人机交互问答生成/06-专家评审报告-v1.md,ec35bfa,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/07-单元测试报告-v1.md,archive/changes/CHANGE-013-人机交互问答生成/07-单元测试报告-v1.md,ec35bfa,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/08-集成测试报告-v1.md,archive/changes/CHANGE-013-人机交互问答生成/08-集成测试报告-v1.md,ec35bfa,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/09-CI验证报告-v1.md,archive/changes/CHANGE-013-人机交互问答生成/09-CI验证报告-v1.md,ec35bfa,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/10-部署验证报告-v1.md,archive/changes/CHANGE-013-人机交互问答生成/10-部署验证报告-v1.md,ec35bfa,
changes,CHANGE-013-人机交互问答生成,archived,.harness/changes/CHANGE-013-人机交互问答生成/summary.md,archive/changes/CHANGE-013-人机交互问答生成/summary.md,ec35bfa,
changes,CHANGE-014-自定义文风LLM生成,archived,.harness/changes/CHANGE-014-自定义文风LLM生成/.gate1-approved,archive/changes/CHANGE-014-自定义文风LLM生成/.gate1-approved,1cf18c0,
changes,CHANGE-014-自定义文风LLM生成,archived,.harness/changes/CHANGE-014-自定义文风LLM生成/01-需求分析.md,archive/changes/CHANGE-014-自定义文风LLM生成/01-需求分析.md,1cf18c0,
changes,CHANGE-014-自定义文风LLM生成,archived,.harness/changes/CHANGE-014-自定义文风LLM生成/02-技术设计.md,archive/changes/CHANGE-014-自定义文风LLM生成/02-技术设计.md,1cf18c0,
changes,CHANGE-014-自定义文风LLM生成,archived,.harness/changes/CHANGE-014-自定义文风LLM生成/03-编码计划.md,archive/changes/CHANGE-014-自定义文风LLM生成/03-编码计划.md,1cf18c0,
